Carrera Escogida,Escuela de Origen,Municipio,Estado,Sexo,Estado Civil,calFin,Paso
TSU EN MERCADOTECNIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,YUCATAN,MUJER,VIUDO,9,1
TSU EN AGROBIOTECNOLOGIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,MEXICO,MUJER,CASADO,6,0
TSU EN CONSTRUCCION,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,MEXICO,HOMBRE,CASADO,9,1
TSU EN CONSTRUCCION,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,MEXICO,HOMBRE,VIUDO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CONALEP CIUDAD AZTECA,TLANCHINOL,HIDALGO,MUJER,CASADO,10,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH ATLAPEXCO,TLANCHINOL,PUEBLA,HOMBRE,DIVORCIADO,8,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL JALTOCAN,YAHUALICA,HIDALGO,HOMBRE,CASADO,10,1
TSU EN MECATRONICA Area Automatizacion,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,MEXICO,MUJER,DIVORCIADO,3,0
TSU EN AGROBIOTECNOLOGIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,YAHUALICA,PUEBLA,MUJER,DIVORCIADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,PUEBLA,MUJER,DIVORCIADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,MEXICO,MUJER,VIUDO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CONALEP CIUDAD AZTECA,TLANCHINOL,PUEBLA,HOMBRE,CASADO,9,1
TSU EN GASTRONOMIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,YAHUALICA,PUEBLA,HOMBRE,CASADO,8,1
TSU EN CONTADURIA,CECYTE HUEJUTLA,ATLAPEXCO,HIDALGO,MUJER,VIUDO,10,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,PUEBLA,MUJER,VIUDO,3,0
TSU EN MERCADOTECNIA,CBTA # 5 (HUEJUTLA),ATLAPEXCO,MEXICO,MUJER,CASADO,9,1
TSU EN CONTADURIA,COBAEH PLANTEL JALTOCAN,ATLAPEXCO,JALISCO,MUJER,VIUDO,9,1
TSU EN CONTADURIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,JALISCO,HOMBRE,VIUDO,10,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,JALISCO,HOMBRE,DIVORCIADO,8,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL TEHUETLAN,HUEJUTLA DE REYES,MEXICO,MUJER,VIUDO,5,0
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,JALISCO,MUJER,DIVORCIADO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,HIDALGO,HOMBRE,SOLTERO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL JALTOCAN,TLANCHINOL,MEXICO,HOMBRE,DIVORCIADO,1,0
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,MEXICO,HOMBRE,DIVORCIADO,10,1
TSU EN CONSTRUCCION,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),TLANCHINOL,MEXICO,HOMBRE,VIUDO,10,1
TSU EN MERCADOTECNIA,CECYTEH PLANTEL PACHUCA,TLANCHINOL,PUEBLA,MUJER,CASADO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH ATLAPEXCO,HUEJUTLA DE REYES,PUEBLA,HOMBRE,SOLTERO,10,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,PUEBLA,HOMBRE,SOLTERO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL POXINDEJE,YAHUALICA,YUCATAN,HOMBRE,SOLTERO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL PACHUCA,TLANCHINOL,HIDALGO,MUJER,CASADO,8,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TEHUETLAN,HUEJUTLA DE REYES,MEXICO,MUJER,SOLTERO,8,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL SANTA CATARINA,TLANCHINOL,MEXICO,HOMBRE,SOLTERO,9,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,PUEBLA,HOMBRE,CASADO,5,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL JALTOCAN,ATLAPEXCO,MEXICO,MUJER,SOLTERO,6,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,MEXICO,MUJER,VIUDO,10,1
TSU EN MERCADOTECNIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,JALISCO,HOMBRE,VIUDO,1,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CONALEP CIUDAD AZTECA,YAHUALICA,MEXICO,MUJER,DIVORCIADO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CONALEP CIUDAD AZTECA,YAHUALICA,YUCATAN,HOMBRE,DIVORCIADO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),TLANCHINOL,PUEBLA,MUJER,DIVORCIADO,10,1
TSU EN CONSTRUCCION,CECYTEH PLANTEL POXINDEJE,TLANCHINOL,HIDALGO,HOMBRE,VIUDO,7,0
TSU EN MECATRONICA Area Automatizacion,CECYTE ATLAPEXCO,TLANCHINOL,HIDALGO,HOMBRE,VIUDO,3,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,JALISCO,MUJER,VIUDO,6,0
TSU EN CONTADURIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),ATLAPEXCO,HIDALGO,HOMBRE,DIVORCIADO,9,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,HIDALGO,MUJER,DIVORCIADO,8,1
TSU EN GASTRONOMIA,COBAEH PLANTEL JALTOCAN,HUEJUTLA DE REYES,PUEBLA,MUJER,DIVORCIADO,5,0
TSU EN PROCESOS ALIMENTARIOS,CECYTE ATLAPEXCO,TLANCHINOL,PUEBLA,MUJER,DIVORCIADO,8,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL TIANGUISTENGO,TLANCHINOL,YUCATAN,HOMBRE,DIVORCIADO,10,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,JALISCO,HOMBRE,DIVORCIADO,8,1
TSU EN MECATRONICA Area Automatizacion,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,HIDALGO,HOMBRE,VIUDO,7,0
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,YUCATAN,MUJER,CASADO,8,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,JALISCO,HOMBRE,CASADO,8,1
TSU EN AGROBIOTECNOLOGIA,CECYTE ATLAPEXCO,ATLAPEXCO,HIDALGO,HOMBRE,DIVORCIADO,10,1
TSU EN PROCESOS ALIMENTARIOS,CECYTE HUEJUTLA,HUEJUTLA DE REYES,HIDALGO,HOMBRE,CASADO,1,0
TSU EN CONTADURIA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,PUEBLA,HOMBRE,CASADO,6,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,MEXICO,MUJER,VIUDO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TEHUETLAN,HUEJUTLA DE REYES,JALISCO,HOMBRE,DIVORCIADO,6,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL SANTA CATARINA,HUEJUTLA DE REYES,HIDALGO,MUJER,DIVORCIADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL MECATLAN,YAHUALICA,JALISCO,MUJER,CASADO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,YUCATAN,MUJER,DIVORCIADO,8,1
TSU EN CONSTRUCCION,CECYTE ATLAPEXCO,HUEJUTLA DE REYES,YUCATAN,MUJER,DIVORCIADO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CBTA # 5 (HUEJUTLA),ATLAPEXCO,MEXICO,HOMBRE,DIVORCIADO,9,1
TSU EN CONSTRUCCION,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,HIDALGO,HOMBRE,DIVORCIADO,8,1
TSU EN GASTRONOMIA,COBAEH ATLAPEXCO,ATLAPEXCO,PUEBLA,HOMBRE,CASADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,HIDALGO,MUJER,SOLTERO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,JALISCO,HOMBRE,CASADO,9,1
TSU EN GASTRONOMIA,CECYTE ATLAPEXCO,HUEJUTLA DE REYES,YUCATAN,MUJER,VIUDO,8,1
TSU EN MERCADOTECNIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,JALISCO,HOMBRE,SOLTERO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL MECATLAN,ATLAPEXCO,MEXICO,HOMBRE,SOLTERO,10,1
TSU EN GASTRONOMIA,COBAEH ATLAPEXCO,ATLAPEXCO,YUCATAN,HOMBRE,SOLTERO,3,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,PUEBLA,MUJER,CASADO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,HUEJUTLA DE REYES,YUCATAN,HOMBRE,VIUDO,7,0
TSU EN CONTADURIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),TLANCHINOL,HIDALGO,MUJER,CASADO,10,1
TSU EN GASTRONOMIA,COBAEH PLANTEL TEHUETLAN,HUEJUTLA DE REYES,HIDALGO,MUJER,VIUDO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,YUCATAN,MUJER,CASADO,3,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,MEXICO,HOMBRE,CASADO,1,0
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,HIDALGO,HOMBRE,CASADO,10,1
TSU EN AGROBIOTECNOLOGIA,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,HIDALGO,MUJER,SOLTERO,9,1
TSU EN GASTRONOMIA,CBTA # 5 (HUEJUTLA),TLANCHINOL,PUEBLA,MUJER,CASADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL TEHUETLAN,YAHUALICA,YUCATAN,MUJER,VIUDO,10,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,HIDALGO,MUJER,VIUDO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,MEXICO,MUJER,VIUDO,3,0
TSU EN MERCADOTECNIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,JALISCO,HOMBRE,SOLTERO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,TLANCHINOL,YUCATAN,HOMBRE,CASADO,6,0
TSU EN AGROBIOTECNOLOGIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,TLANCHINOL,PUEBLA,HOMBRE,CASADO,9,1
TSU EN GASTRONOMIA,CECYTE ATLAPEXCO,YAHUALICA,HIDALGO,MUJER,DIVORCIADO,6,0
TSU EN GASTRONOMIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,ATLAPEXCO,MEXICO,MUJER,SOLTERO,10,1
TSU EN CONTADURIA,CECYTE ATLAPEXCO,HUEJUTLA DE REYES,YUCATAN,HOMBRE,VIUDO,10,1
TSU EN CONTADURIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),ATLAPEXCO,MEXICO,HOMBRE,VIUDO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL JALTOCAN,ATLAPEXCO,MEXICO,MUJER,CASADO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH ATLAPEXCO,TLANCHINOL,PUEBLA,MUJER,VIUDO,4,0
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,YUCATAN,MUJER,CASADO,10,1
TSU EN CONTADURIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,HIDALGO,HOMBRE,CASADO,7,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,PUEBLA,MUJER,DIVORCIADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,HIDALGO,MUJER,SOLTERO,7,0
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL PACHUCA,TLANCHINOL,JALISCO,MUJER,CASADO,2,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,MEXICO,HOMBRE,CASADO,7,0
TSU EN CONSTRUCCION,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,JALISCO,MUJER,CASADO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTE HUEJUTLA,YAHUALICA,MEXICO,HOMBRE,DIVORCIADO,10,1
TSU EN AGROBIOTECNOLOGIA,COBAEH ATLAPEXCO,TLANCHINOL,PUEBLA,MUJER,CASADO,8,1
TSU EN AGROBIOTECNOLOGIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,HIDALGO,MUJER,SOLTERO,3,0
TSU EN PROCESOS ALIMENTARIOS,COBAEH ATLAPEXCO,YAHUALICA,HIDALGO,HOMBRE,SOLTERO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH ATLAPEXCO,YAHUALICA,PUEBLA,MUJER,VIUDO,9,1
TSU EN MECATRONICA Area Automatizacion,CONALEP CIUDAD AZTECA,ATLAPEXCO,YUCATAN,HOMBRE,SOLTERO,9,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,JALISCO,MUJER,VIUDO,9,1
TSU EN CONTADURIA,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,JALISCO,HOMBRE,SOLTERO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL SANTA CATARINA,YAHUALICA,HIDALGO,MUJER,VIUDO,4,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL PACHUCA,ATLAPEXCO,HIDALGO,HOMBRE,CASADO,9,1
TSU EN MERCADOTECNIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,HIDALGO,HOMBRE,DIVORCIADO,8,1
TSU EN CONSTRUCCION,COBAEH HUEJUTLA,YAHUALICA,PUEBLA,MUJER,DIVORCIADO,8,1
TSU EN AGROBIOTECNOLOGIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,YUCATAN,HOMBRE,DIVORCIADO,10,1
TSU EN CONSTRUCCION,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),ATLAPEXCO,JALISCO,MUJER,CASADO,9,1
TSU EN CONSTRUCCION,CECYTEH PLANTEL PACHUCA,YAHUALICA,MEXICO,HOMBRE,DIVORCIADO,8,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TEHUETLAN,YAHUALICA,PUEBLA,MUJER,SOLTERO,8,1
TSU EN MECATRONICA Area Automatizacion,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,JALISCO,MUJER,VIUDO,8,1
TSU EN CONSTRUCCION,COBAEH PLANTEL JALTOCAN,HUEJUTLA DE REYES,YUCATAN,MUJER,CASADO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CONALEP CIUDAD AZTECA,ATLAPEXCO,PUEBLA,MUJER,DIVORCIADO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH HUEJUTLA,TLANCHINOL,JALISCO,HOMBRE,SOLTERO,10,1
TSU EN MERCADOTECNIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,HUEJUTLA DE REYES,PUEBLA,MUJER,SOLTERO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH HUEJUTLA,ATLAPEXCO,JALISCO,MUJER,CASADO,2,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,JALISCO,MUJER,CASADO,8,1
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,YUCATAN,MUJER,DIVORCIADO,10,1
TSU EN MERCADOTECNIA,CECYTEH PLANTEL PACHUCA,ATLAPEXCO,MEXICO,MUJER,VIUDO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH ATLAPEXCO,YAHUALICA,YUCATAN,HOMBRE,DIVORCIADO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,JALISCO,MUJER,DIVORCIADO,2,0
TSU EN CONSTRUCCION,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),TLANCHINOL,PUEBLA,HOMBRE,CASADO,2,0
TSU EN GASTRONOMIA,COBAEH PLANTEL JALTOCAN,YAHUALICA,YUCATAN,HOMBRE,DIVORCIADO,9,1
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,HUEJUTLA DE REYES,MEXICO,MUJER,DIVORCIADO,3,0
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL POXINDEJE,YAHUALICA,JALISCO,MUJER,VIUDO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,YUCATAN,HOMBRE,SOLTERO,4,0
TSU EN MERCADOTECNIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,YUCATAN,HOMBRE,SOLTERO,9,1
TSU EN GASTRONOMIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,YUCATAN,HOMBRE,VIUDO,8,1
TSU EN CONSTRUCCION,COBAEH PLANTEL MECATLAN,ATLAPEXCO,YUCATAN,MUJER,SOLTERO,8,1
TSU EN MECATRONICA Area Automatizacion,CECYTE HUEJUTLA,HUEJUTLA DE REYES,PUEBLA,HOMBRE,DIVORCIADO,2,0
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL JALTOCAN,YAHUALICA,MEXICO,HOMBRE,VIUDO,10,1
TSU EN CONTADURIA,CECYTE HUEJUTLA,TLANCHINOL,MEXICO,MUJER,VIUDO,7,0
TSU EN GASTRONOMIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,JALISCO,HOMBRE,CASADO,5,0
TSU EN MECATRONICA Area Automatizacion,CONALEP CIUDAD AZTECA,ATLAPEXCO,HIDALGO,MUJER,SOLTERO,8,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH ATLAPEXCO,TLANCHINOL,PUEBLA,HOMBRE,CASADO,9,1
TSU EN CONSTRUCCION,CONALEP CIUDAD AZTECA,YAHUALICA,JALISCO,MUJER,DIVORCIADO,4,0
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,JALISCO,HOMBRE,VIUDO,8,1
TSU EN AGROBIOTECNOLOGIA,COBAEH ATLAPEXCO,TLANCHINOL,YUCATAN,MUJER,DIVORCIADO,6,0
TSU EN AGROBIOTECNOLOGIA,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,HIDALGO,MUJER,SOLTERO,10,1
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,HIDALGO,HOMBRE,CASADO,1,0
TSU EN MERCADOTECNIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,PUEBLA,MUJER,SOLTERO,8,1
TSU EN CONTADURIA,CECYTEH PLANTEL POXINDEJE,HUEJUTLA DE REYES,HIDALGO,HOMBRE,DIVORCIADO,2,0
TSU EN PROCESOS ALIMENTARIOS,COBAEH HUEJUTLA,ATLAPEXCO,JALISCO,MUJER,CASADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL MECATLAN,YAHUALICA,HIDALGO,MUJER,SOLTERO,9,1
TSU EN CONTADURIA,CECYTEH PLANTEL SAN FELIPE,ATLAPEXCO,HIDALGO,MUJER,DIVORCIADO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,MEXICO,MUJER,SOLTERO,6,0
TSU EN CONSTRUCCION,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,JALISCO,MUJER,VIUDO,10,1
TSU EN PROCESOS ALIMENTARIOS,CECYTE ATLAPEXCO,TLANCHINOL,HIDALGO,MUJER,CASADO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,HIDALGO,MUJER,CASADO,10,1
TSU EN CONTADURIA,COBAEH PLANTEL MECATLAN,ATLAPEXCO,YUCATAN,HOMBRE,CASADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,HIDALGO,HOMBRE,VIUDO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,HIDALGO,MUJER,CASADO,3,0
TSU EN MERCADOTECNIA,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,MEXICO,MUJER,VIUDO,10,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,JALISCO,MUJER,CASADO,10,1
TSU EN CONTADURIA,COBAEH ATLAPEXCO,TLANCHINOL,PUEBLA,HOMBRE,SOLTERO,6,0
TSU EN CONSTRUCCION,COBAEH ATLAPEXCO,YAHUALICA,JALISCO,MUJER,SOLTERO,8,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL JALTOCAN,ATLAPEXCO,YUCATAN,HOMBRE,SOLTERO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,JALISCO,MUJER,SOLTERO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,HIDALGO,MUJER,VIUDO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL JALTOCAN,TLANCHINOL,YUCATAN,MUJER,DIVORCIADO,9,1
TSU EN GASTRONOMIA,CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,JALISCO,MUJER,DIVORCIADO,8,1
TSU EN MERCADOTECNIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,YUCATAN,MUJER,SOLTERO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH ATLAPEXCO,TLANCHINOL,PUEBLA,HOMBRE,DIVORCIADO,3,0
